epoch,train_dice_loss
1,0.7108687176683629
2,0.6232513518504847
3,0.5665470753879589
4,0.535670738204632
5,0.5146512856670454
6,0.5033012991507329
7,0.4958051013920562
8,0.4918811741347926
9,0.47736917796477774
10,0.4687810607075951
11,0.46387361928268717
12,0.45717513898878576
13,0.4502791305902477
14,0.4460362912133369
15,0.4418352294331802
16,0.43312529073561457
17,0.4311356968479738
18,0.4274079539936872
19,0.4237305138885066
20,0.41433134428296475
21,0.41177116727257607
22,0.4066273447994573
23,0.3999333319321177
24,0.40812415475419406
25,0.39566260160703803
26,0.3966997722914536
27,0.38590200742085773
28,0.39247940694974137
29,0.3830361650335503
30,0.37901483651469736
31,0.38076150703014633
32,0.3654830752180033
33,0.36570266074214886
34,0.3646482005877692
35,0.3612788371530753
36,0.3535130446318188
37,0.3489140993499548
38,0.342953104404063
39,0.3466027560836609
40,0.33289112793464287
41,0.3288755719763002
42,0.345453640214758
43,0.32883407438502593
44,0.32926880125126806
45,0.3123758487192374
46,0.31873159035877985
47,0.3189566344801896
48,0.30938991420539114
49,0.3061837850053326
50,0.2961491645356409
