epoch,train_dice_loss
1,0.7516022054458236
2,0.7504763494130053
3,0.7480088530802259
4,0.7257829895466241
5,0.6559840818635778
6,0.6005491198148083
7,0.5745986542280983
8,0.541875818521109
9,0.5272099708809572
10,0.5117661844541305
11,0.5013559713862301
12,0.49133427217115766
13,0.4887725294675183
14,0.47773357511605574
15,0.4679468702646642
16,0.4634268223460204
17,0.45637482963096604
18,0.4454174352107744
19,0.4424471995409797
20,0.4357620038757657
21,0.429408438325188
22,0.42679116986935434
23,0.41307899219537875
24,0.4078698973769975
25,0.3979069939885524
26,0.39015801393777977
27,0.37966836070183313
28,0.374626756720813
29,0.37087273971057927
30,0.36122345667908656
31,0.3567810626720811
32,0.3398011735192052
33,0.33357700410102187
34,0.3301297696002948
35,0.33010621128648454
36,0.3218416894962585
37,0.30819495567698885
38,0.3065687479666375
39,0.3047327049287576
40,0.2955312935030798
41,0.29021504346062155
42,0.28486829327342295
43,0.2818237609008818
44,0.2759518538619958
45,0.2725732798539995
46,0.28095088564752235
47,0.27637943352749145
48,0.27877962823007624
49,0.25976411436637764
50,0.25551924869125964
