epoch,train_dice_loss
1,0.6377396422843035
2,0.553596789872251
3,0.5184950877962728
4,0.5021423427534353
5,0.4905756718721273
6,0.4740027732249954
7,0.46443129152735696
8,0.4556579855620133
9,0.44447092693721646
10,0.43098658526130995
11,0.4229871252548424
12,0.41562540530118225
13,0.4075715413892456
14,0.40037447193322173
15,0.3916841588823375
16,0.3825994649378625
17,0.367055714000374
18,0.3608744691595773
19,0.35340327692801626
20,0.3437878769313686
21,0.33666364006034993
22,0.3237387908534854
23,0.3185923091196057
24,0.3103055961781147
25,0.3045166436238231
26,0.29402009086979203
27,0.2932983272518787
28,0.28670790593869605
29,0.2904384084969083
30,0.28210072999537306
31,0.27307367358636275
32,0.2648940727920848
33,0.26434942695066777
34,0.2640848670018281
35,0.25588907553679446
36,0.2632261663155198
37,0.25365107096926703
38,0.24535602156924535
39,0.24876521975062071
40,0.24432580973985515
41,0.24198780061894895
42,0.23210887374262118
43,0.2323767668705752
44,0.23362384125408286
45,0.23412753350343588
46,0.23264460840358367
47,0.24436665481089714
48,0.234149037257331
49,0.22323356844471803
50,0.21648930525488463
