epoch,train_dice_loss
1,0.7128232118002203
2,0.629613557180693
3,0.6103545865693758
4,0.5955716891344204
5,0.5573156914392183
6,0.5627057572263617
7,0.5273581804750964
8,0.5086271338338075
9,0.497909679315811
10,0.4951417369897975
11,0.49124843869791474
12,0.4782448869285195
13,0.5513129869346008
14,0.5540156818406526
15,0.5033401292423869
16,0.49155720539910847
17,0.4706403977822426
18,0.4618726886462334
19,0.45559968608756396
20,0.4548079659945743
21,0.4482571702710418
22,0.46235545005562695
23,0.5659870488872362
24,0.497218688213548
25,0.4719586798618006
26,0.460989759845096
27,0.44684506900781806
28,0.441923412905876
29,0.4367781640138737
30,0.43300509322867836
31,0.42349616199905094
32,0.4248393679167642
33,0.418587037123913
34,0.41934786624340126
35,0.49016042547517047
36,0.43760811099999175
37,0.4204588449278543
38,0.41542630278786946
39,0.41003994591707404
40,0.40701356131670086
41,0.41042688696883445
42,0.40039291003242483
43,0.38775901990227923
44,0.39417205400071864
45,0.3909367479730484
46,0.38618593489707903
47,0.37748352455538375
48,0.383020895511605
49,0.3810153838333695
50,0.37407895901002164
