epoch,train_dice_loss
1,0.7484858388486115
2,0.7323019131370213
3,0.7048127830028534
4,0.6624017585878786
5,0.6349579507889955
6,0.6070621353128682
7,0.5897573972525804
8,0.5684830028077831
9,0.5401250739460406
10,0.5327512941930606
11,0.526270388390707
12,0.514609372486239
13,0.5004749654427819
14,0.5055630905472714
15,0.4847197922675506
16,0.47479016035795213
17,0.4678321238445199
18,0.4599437761565913
19,0.44697448021691777
20,0.4461925656899162
21,0.4392585900814637
22,0.4285653337188389
23,0.4145955716786177
24,0.4080922225247259
25,0.4027000962392144
26,0.38978128316609756
27,0.38585970388806384
28,0.37893374011568404
29,0.36446344826532445
30,0.36001632407955503
31,0.34777549790299456
32,0.34520964998265974
33,0.33598606657722724
34,0.32910195116115654
35,0.3208550952050997
36,0.3171916475762492
37,0.3251672435713851
38,0.31485069167354834
39,0.31731145543896633
40,0.3169533443191777
41,0.3022085471645645
42,0.2972980666419734
43,0.2832225708857827
44,0.2851145374386207
45,0.2748686677087908
46,0.26920690244954565
47,0.28261552783458127
48,0.2741051064237304
49,0.27019345216129137
50,0.267130019094633
