epoch,train_dice_loss
1,0.6745916378012923
2,0.595871988424035
3,0.5475576036544734
4,0.5236749912417212
5,0.5046192084460758
6,0.49398288312692973
7,0.4841942096692185
8,0.4731001683272595
9,0.46472898134311963
10,0.450644644973583
11,0.44283899855475095
12,0.43429071534165115
13,0.4235646182367968
14,0.4147143317169921
15,0.4046968919939773
16,0.387811086205549
17,0.3897283765552349
18,0.36924952883706536
19,0.36437447074540824
20,0.35187705181712325
21,0.34742566561976146
22,0.3392313159569058
23,0.32374857803590074
24,0.32208540801738583
25,0.31915771887572697
26,0.30523599389680595
27,0.2985217153679493
28,0.30188494045720543
29,0.29799529589539353
30,0.28262495344807936
31,0.28652948903483016
32,0.27654637764532897
33,0.26975710625045524
34,0.2590135963590339
35,0.26373567713727786
36,0.2660100813088722
37,0.25693886211618433
38,0.2545090688089299
39,0.24895919153336868
40,0.2657331155483113
41,0.2530645559173684
42,0.24144598391166952
43,0.23524616840620374
44,0.2521166616920815
45,0.25700728136093115
46,0.24140873685652434
47,0.23000611698384896
48,0.2252061341477688
49,0.2235721290804619
50,0.22458464803910533
