epoch,train_dice_loss
1,0.7339252652816994
2,0.6554107376655867
3,0.6054437702824903
4,0.5652245347236478
5,0.5445423088101453
6,0.5222819288109624
7,0.5140379759981188
8,0.5033624966650508
9,0.4922689873465272
10,0.4843030543348124
11,0.47740918415230377
12,0.476584428011678
13,0.4708491996103941
14,0.4640605568365995
15,0.45545309851335924
16,0.45161357556664666
17,0.4430580897213415
18,0.4368002366187961
19,0.43106332655216373
20,0.43104619220938795
21,0.42292552610296147
22,0.4293983920022499
23,0.42490874577400295
24,0.4188108603621638
25,0.4041779094570598
26,0.40653351642364677
27,0.4074444134481425
28,0.4048552604955296
29,0.38842104033155495
30,0.39485167928559833
31,0.38114780170279877
32,0.38097009197050746
33,0.3929231532437857
34,0.3761850876603709
35,0.360169569810116
36,0.3543007751970097
37,0.3612685015555038
38,0.3573304354104885
39,0.34602838169869987
40,0.3431454269258782
41,0.35022055816858316
42,0.3375951358398726
43,0.3314947874913382
44,0.32302081485300566
45,0.3240585384327312
46,0.3207888794673044
47,0.3137502303390309
48,0.3202425974399544
49,0.3136494135440782
50,0.3232278961168472
