epoch,train_dice_loss
1,0.6792344497760553
2,0.592408016662115
3,0.5406959534315539
4,0.5131699677433227
5,0.4913363970074978
6,0.4858096051590605
7,0.4755375602690545
8,0.47548521818498873
9,0.46562246575197414
10,0.45619425463634844
11,0.4505304194349685
12,0.4479246013139555
13,0.43992782351650284
14,0.4363868016535075
15,0.4365157265521677
16,0.4317495295514611
17,0.42620762054000644
18,0.4181009029374697
19,0.4175059258885825
20,0.41237915097938993
21,0.4101174858124052
22,0.4056384467745743
23,0.39388877637099223
24,0.3965123123107364
25,0.3854846363760414
26,0.38897714367295644
27,0.38090306660891826
28,0.37999486634556534
29,0.37828339280050255
30,0.3717734732813028
31,0.3669368124341049
32,0.3613546210069723
33,0.3577152543146989
34,0.35329006318438533
35,0.3725697724034857
36,0.3559314123831078
37,0.35839965796491446
38,0.3387592618482067
39,0.3337424777929279
40,0.3395944501665042
41,0.3404376880244643
42,0.33477872365640304
43,0.3270636481764429
44,0.31426712389495776
45,0.32330026426864544
46,0.32459268460203006
47,0.31417483112158784
48,0.3215883151867003
49,0.3175674965296324
50,0.3166438739025156
