=================================
Running configuration:
Model: PAN
Aug Multiplier: 4
=================================
Using MIOpen cache at: /scratch/project_465002351/jainsany/miopen_16313235_33
Train size after augmentation: 7332
Validation size (unchanged): 521
Test size (unchanged): 261
Epoch 1: Train Dice Loss=0.6775
Epoch 2: Train Dice Loss=0.5879
Epoch 3: Train Dice Loss=0.5361
Epoch 4: Train Dice Loss=0.5187
Epoch 5: Train Dice Loss=0.5002
Epoch 6: Train Dice Loss=0.4843
Epoch 7: Train Dice Loss=0.4797
Epoch 8: Train Dice Loss=0.4696
Epoch 9: Train Dice Loss=0.4614
Epoch 10: Train Dice Loss=0.4554
Epoch 11: Train Dice Loss=0.4436
Epoch 12: Train Dice Loss=0.4301
Epoch 13: Train Dice Loss=0.4231
Epoch 14: Train Dice Loss=0.4141
Epoch 15: Train Dice Loss=0.4093
Epoch 16: Train Dice Loss=0.3961
Epoch 17: Train Dice Loss=0.3834
Epoch 18: Train Dice Loss=0.3713
Epoch 19: Train Dice Loss=0.3631
Epoch 20: Train Dice Loss=0.3640
Epoch 21: Train Dice Loss=0.3536
Epoch 22: Train Dice Loss=0.3378
Epoch 23: Train Dice Loss=0.3335
Epoch 24: Train Dice Loss=0.3212
Epoch 25: Train Dice Loss=0.3193
Epoch 26: Train Dice Loss=0.3115
Epoch 27: Train Dice Loss=0.3215
Epoch 28: Train Dice Loss=0.3043
Epoch 29: Train Dice Loss=0.2967
Epoch 30: Train Dice Loss=0.2911
Epoch 31: Train Dice Loss=0.2913
Epoch 32: Train Dice Loss=0.2790
Epoch 33: Train Dice Loss=0.2679
Epoch 34: Train Dice Loss=0.2643
Epoch 35: Train Dice Loss=0.2663
Epoch 36: Train Dice Loss=0.2739
Epoch 37: Train Dice Loss=0.2720
Epoch 38: Train Dice Loss=0.2651
Epoch 39: Train Dice Loss=0.2707
Epoch 40: Train Dice Loss=0.2539
Epoch 41: Train Dice Loss=0.2477
Epoch 42: Train Dice Loss=0.2460
Epoch 43: Train Dice Loss=0.2431
Epoch 44: Train Dice Loss=0.2422
Epoch 45: Train Dice Loss=0.2376
Epoch 46: Train Dice Loss=0.2314
Epoch 47: Train Dice Loss=0.2352
Epoch 48: Train Dice Loss=0.2433
Epoch 49: Train Dice Loss=0.2375
Epoch 50: Train Dice Loss=0.2357
Saved results for PAN with augmentation x4
