=================================
Running configuration:
Model: FPN
Aug Multiplier: 1
=================================
Using MIOpen cache at: /scratch/project_465002351/jainsany/miopen_16313222_20
Train size after augmentation: 1833
Validation size (unchanged): 521
Test size (unchanged): 261
Epoch 1: Train Dice Loss=0.7534
Epoch 2: Train Dice Loss=0.7489
Epoch 3: Train Dice Loss=0.7481
Epoch 4: Train Dice Loss=0.7481
Epoch 5: Train Dice Loss=0.7497
Epoch 6: Train Dice Loss=0.7467
Epoch 7: Train Dice Loss=0.7459
Epoch 8: Train Dice Loss=0.7379
Epoch 9: Train Dice Loss=0.7274
Epoch 10: Train Dice Loss=0.7158
Epoch 11: Train Dice Loss=0.7027
Epoch 12: Train Dice Loss=0.6958
Epoch 13: Train Dice Loss=0.6842
Epoch 14: Train Dice Loss=0.6644
Epoch 15: Train Dice Loss=0.6577
Epoch 16: Train Dice Loss=0.6344
Epoch 17: Train Dice Loss=0.6237
Epoch 18: Train Dice Loss=0.6105
Epoch 19: Train Dice Loss=0.5999
Epoch 20: Train Dice Loss=0.5779
Epoch 21: Train Dice Loss=0.5634
Epoch 22: Train Dice Loss=0.5470
Epoch 23: Train Dice Loss=0.5374
Epoch 24: Train Dice Loss=0.5380
Epoch 25: Train Dice Loss=0.5296
Epoch 26: Train Dice Loss=0.5154
Epoch 27: Train Dice Loss=0.5037
Epoch 28: Train Dice Loss=0.4892
Epoch 29: Train Dice Loss=0.4921
Epoch 30: Train Dice Loss=0.4731
Epoch 31: Train Dice Loss=0.4608
Epoch 32: Train Dice Loss=0.4407
Epoch 33: Train Dice Loss=0.4414
Epoch 34: Train Dice Loss=0.4302
Epoch 35: Train Dice Loss=0.4339
Epoch 36: Train Dice Loss=0.4191
Epoch 37: Train Dice Loss=0.4209
Epoch 38: Train Dice Loss=0.3946
Epoch 39: Train Dice Loss=0.3926
Epoch 40: Train Dice Loss=0.3766
Epoch 41: Train Dice Loss=0.3659
Epoch 42: Train Dice Loss=0.3586
Epoch 43: Train Dice Loss=0.3458
Epoch 44: Train Dice Loss=0.3477
Epoch 45: Train Dice Loss=0.3716
Epoch 46: Train Dice Loss=0.3766
Epoch 47: Train Dice Loss=0.3417
Epoch 48: Train Dice Loss=0.3374
Epoch 49: Train Dice Loss=0.3327
Epoch 50: Train Dice Loss=0.3266
Saved results for FPN with augmentation x1
