=================================
Running configuration:
Model: Unet
Aug Multiplier: 1
=================================
Using MIOpen cache at: /scratch/project_465002351/jainsany/miopen_16313202_0
Train size after augmentation: 1833
Validation size (unchanged): 521
Test size (unchanged): 261
Epoch 1: Train Dice Loss=0.7476
Epoch 2: Train Dice Loss=0.7176
Epoch 3: Train Dice Loss=0.7006
Epoch 4: Train Dice Loss=0.6961
Epoch 5: Train Dice Loss=0.6710
Epoch 6: Train Dice Loss=0.6663
Epoch 7: Train Dice Loss=0.6421
Epoch 8: Train Dice Loss=0.6148
Epoch 9: Train Dice Loss=0.6081
Epoch 10: Train Dice Loss=0.5913
Epoch 11: Train Dice Loss=0.5839
Epoch 12: Train Dice Loss=0.5682
Epoch 13: Train Dice Loss=0.5624
Epoch 14: Train Dice Loss=0.5616
Epoch 15: Train Dice Loss=0.5456
Epoch 16: Train Dice Loss=0.5373
Epoch 17: Train Dice Loss=0.5463
Epoch 18: Train Dice Loss=0.5207
Epoch 19: Train Dice Loss=0.5185
Epoch 20: Train Dice Loss=0.5070
Epoch 21: Train Dice Loss=0.5183
Epoch 22: Train Dice Loss=0.4970
Epoch 23: Train Dice Loss=0.4835
Epoch 24: Train Dice Loss=0.4716
Epoch 25: Train Dice Loss=0.4874
Epoch 26: Train Dice Loss=0.4671
Epoch 27: Train Dice Loss=0.4584
Epoch 28: Train Dice Loss=0.4500
Epoch 29: Train Dice Loss=0.4461
Epoch 30: Train Dice Loss=0.4445
Epoch 31: Train Dice Loss=0.4479
Epoch 32: Train Dice Loss=0.4191
Epoch 33: Train Dice Loss=0.4369
Epoch 34: Train Dice Loss=0.4178
Epoch 35: Train Dice Loss=0.4063
Epoch 36: Train Dice Loss=0.4573
Epoch 37: Train Dice Loss=0.3972
Epoch 38: Train Dice Loss=0.3863
Epoch 39: Train Dice Loss=0.3846
Epoch 40: Train Dice Loss=0.3772
Epoch 41: Train Dice Loss=0.3892
Epoch 42: Train Dice Loss=0.3775
Epoch 43: Train Dice Loss=0.4134
Epoch 44: Train Dice Loss=0.3912
Epoch 45: Train Dice Loss=0.3627
Epoch 46: Train Dice Loss=0.3615
Epoch 47: Train Dice Loss=0.3432
Epoch 48: Train Dice Loss=0.3334
Epoch 49: Train Dice Loss=0.3511
Epoch 50: Train Dice Loss=0.3369
Saved results for Unet with augmentation x1
